Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Gpu,OpSys,Weight,SSD,HDD,Flash,Hybrid,Price_rupees
Acer,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8,Intel,Windows 10,1.12,256,0,0,0,103845.0
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,2.8,128,1000,0,0,113925.0
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,Intel,Windows 10,1.42,1000,0,0,0,296520.0
Others,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,1.3,0,0,32,0,27300.0
Others,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,No OS,1.3,256,0,0,0,104989.5
Lenovo,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8,Nvidia,No OS,2.8,256,0,0,0,73290.0
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.62,0,1000,0,0,88095.0
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Nvidia,Windows 10,2.5,0,1000,0,0,95970.0
Others,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,Nvidia,Windows 10,3.49,1000,0,0,0,640395.0
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.49,512,0,0,0,100695.0
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,3.35,256,1000,0,0,144795.0
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia,Windows 10,2.5,256,0,0,0,109725.0
Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.65,512,1000,0,0,193725.0
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,Intel,Windows 10,2.1,128,0,0,0,51765.0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,Windows 10,2.23,0,1000,0,0,77910.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,3.2,512,1000,0,0,183645.0
Dell,Workstation,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,16,Nvidia,Windows 10,2.8,256,1000,0,0,320775.0
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,No OS,2.4,512,0,0,0,146790.0
Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,6,Intel,Windows 10,2.3,0,1000,0,0,46095.0
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.21,256,0,0,0,204645.0
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.2,256,0,0,0,152145.0
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.2,256,0,0,0,62685.0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Linux,2.4,0,1000,0,0,81795.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.9,256,1000,0,0,147735.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,No OS,2.1,0,500,0,0,36645.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,No OS,2.2,256,0,0,0,57645.0
Others,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.05,512,0,0,0,157395.0
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,1.4,256,0,0,0,97847.4
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,Nvidia,No OS,2.8,0,1000,0,0,61845.0
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia,Windows 10,1.63,256,0,0,0,108255.0
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.6,256,0,0,0,120645.0
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,Intel,Windows 10,1.62,512,0,0,0,134295.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Linux,2.2,256,0,0,0,71121.75
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.74,256,0,0,0,94395.0
Others,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel,Windows 10,1.2,256,0,0,0,143115.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,2.1,0,1000,0,0,83370.0
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,4.42,256,1000,0,0,257915.7
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,Windows 10,2.2,256,0,0,0,87360.0
Dell,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,AMD,Windows 10,2.3,0,1000,0,0,90196.05
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,Windows 10,2.0,256,0,0,0,80745.0
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,Windows 10,2.69,256,500,0,0,93555.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD,Windows 10,1.9,0,1000,0,0,133245.0
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,Intel,Windows 10,2.37,0,1000,0,0,41893.950000000004
HP,Notebook,15.6,1366x768,others,4,AMD,Windows 10,2.1,0,500,0,0,34650.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,3.2,256,1000,0,0,157395.0
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.6,256,0,0,0,90195.0
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel,Windows 10,1.6,256,0,0,0,72345.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,AMD,Linux,2.36,256,0,0,0,94395.0
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,Intel,Linux,2.1,0,1000,0,0,40950.0
Asus,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4,AMD,Windows 10,2.2,128,1000,0,0,60375.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32,Nvidia,Windows 10,4.7,512,1000,0,0,408450.0
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.5,256,0,0,0,88830.0
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,Intel,Windows 10,2.2,128,0,0,0,61845.0
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia,Windows 10,2.1,128,1000,0,0,120225.0
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,No OS,2.69,128,1000,0,0,93345.0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.56,256,0,0,0,92295.0
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.38,256,0,0,0,113295.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,2.2,128,2000,0,0,103425.0
HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.04,0,1000,0,0,58695.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,Nvidia,Windows 10,3.6,256,0,0,0,314895.0
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel,Windows 10,1.49,0,500,0,0,70875.0
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8,Intel,macOS,1.37,512,0,0,0,214200.0
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,2.08,0,1000,0,0,85995.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,4.3,256,1000,0,0,188895.0
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,AMD,Windows 10,1.68,0,1000,0,0,49245.0
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.37,512,0,0,0,194145.0
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,Nvidia,Windows 10,3.0,256,0,0,0,73710.0
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,1.41,256,0,0,0,99645.0
HP,Notebook,15.6,1366x768,AMD A6-Series A6-9220 2.5GHz,8,AMD,Windows 10,1.91,128,0,0,0,46819.5
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,Nvidia,Windows 10,2.9,0,1000,0,0,111195.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,4.14,512,1000,0,0,262395.0
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.0,512,0,0,0,178395.0
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,2.8,128,1000,0,0,119910.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,No OS,2.2,256,0,0,0,46620.0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel,Windows 10,2.1,0,500,0,0,75810.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel,Windows 10,2.18,0,1000,0,0,68985.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,AMD,Windows 10,2.24,0,1000,0,0,59325.0
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,2.67,256,0,0,0,83895.0
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.1,1024,0,0,0,157395.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel,No OS,2.2,0,1000,0,0,49035.0
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia,Windows 10,2.5,0,1000,0,0,106890.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,2.05,256,0,0,0,92400.0
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,others,8,Intel,macOS,1.37,512,0,0,0,205684.5
Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,AMD,Windows 10,3.2,256,1000,0,0,162645.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Linux,2.14,256,0,0,0,77182.35
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,Intel,Windows 10,1.36,512,0,0,0,262395.0
Others,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,Nvidia,Windows 10,2.2,0,500,0,0,85260.0
Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12,Intel,Windows 10,2.3,0,1000,0,0,74872.35
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Linux,2.8,128,1000,0,0,115395.0
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia,Windows 10,2.2,0,1000,0,0,78225.0
Lenovo,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,2.8,0,1000,0,0,51345.0
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia,No OS,2.8,0,2000,0,0,89145.0
Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,Nvidia,Windows 10,2.8,128,1000,0,0,90195.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,AMD,Linux,2.25,0,1000,0,0,44940.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.5,256,0,0,0,87045.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,Intel,Windows 10,2.2,256,0,0,0,60795.0
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia,Windows 10,3.0,256,0,0,0,99855.0
Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,Intel,Windows 10,2.15,0,1000,0,0,69195.0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.95,256,0,0,0,115185.0
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,Windows 10,1.7,256,0,0,0,102585.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.5,256,1000,0,0,123795.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,No OS,2.2,0,1000,0,0,69196.05
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,Intel,Chrome OS,2.19,16,0,0,0,20895.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,3.0,0,1000,0,0,124635.0
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,Intel,Windows 10,2.54,0,1000,0,0,51345.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.0,256,0,0,0,192045.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel,Windows 10,2.05,256,0,0,0,77595.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,3.2,0,1000,0,0,136395.0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Linux,2.5,256,0,0,0,102795.0
Dell,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,Nvidia,Windows 10,3.42,256,0,0,0,302910.3
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,AMD,Windows 10,2.4,0,1000,0,0,52395.0
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,Nvidia,Windows 10,1.63,512,0,0,0,154140.0
Asus,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,Intel,Windows 10,1.3,128,0,0,0,53445.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.9,256,1000,0,0,222810.0
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,Nvidia,Windows 10,2.8,0,1000,0,0,68145.0
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,Nvidia,No OS,2.2,0,2000,0,0,57645.0
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.5,128,1000,0,0,132825.0
Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,Intel,No OS,2.2,0,1000,0,0,37798.950000000004
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16,Intel,Windows 10,1.28,256,0,0,0,207375.0
Others,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Nvidia,Windows 10,2.2,256,0,0,0,109515.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia,Windows 10,2.3,128,1000,0,0,85995.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,1.86,0,1000,0,0,49245.0
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.1,256,0,0,0,104895.0
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,Intel,Windows 10,1.21,1000,0,0,0,262395.0
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.8,256,1000,0,0,220395.0
Acer,Notebook,15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8,AMD,Windows 10,2.23,256,0,0,0,49245.0
Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,Intel,Windows 10,1.1,0,0,32,0,28875.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Windows 10,2.33,128,1000,0,0,88620.0
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,Intel,Windows 10,1.29,1000,0,0,0,257145.0
Lenovo,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel,Chrome OS,1.45,0,0,16,0,48289.5
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.95,256,0,0,0,102900.0
Acer,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,Intel,Windows 10,1.4,0,0,128,0,50925.0
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.48,256,0,0,0,135660.0
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4,Nvidia,Windows 10,2.79,0,1000,0,0,61845.0
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,2.0,256,0,0,0,114870.0
HP,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,2.1,0,1000,0,0,94710.0
Acer,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8,AMD,Windows 10,2.2,256,0,0,0,69195.0
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,1.44,0,0,32,0,30660.0
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6,Intel,Windows 10,2.23,0,1000,0,0,57645.0
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia,Windows 10,1.7,256,0,0,0,110239.50000000001
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.26,256,0,0,0,140175.0
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,Nvidia,Windows 10,2.06,1000,0,0,0,277095.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.7,256,1000,0,0,125895.0
Others,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.0,256,0,0,0,99015.0
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,2.0,256,1000,0,0,140070.0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,1.85,0,1000,0,0,47145.0
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.5,256,0,0,0,104895.0
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,Intel,Windows 10,1.48,256,0,0,0,133140.0
Dell,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Nvidia,Windows 10,1.9,128,1000,0,0,110145.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.84,256,0,0,0,120120.0
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Linux,2.0,0,1000,0,0,28873.95
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Nvidia,Windows 10,2.0,256,0,0,0,119988.75
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel,Linux,2.2,0,500,0,0,28864.499999999996
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,AMD,Windows 10,2.2,0,2000,0,0,94395.0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,Nvidia,Windows 10,2.1,0,1000,0,0,75180.0
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,Intel,Windows 10,1.4,512,0,0,0,220395.0
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel,Windows 10,1.2,256,0,0,0,165795.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.4,256,2000,0,0,118545.0
HP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,Intel,Windows 10,1.44,0,0,32,0,29295.0
Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,Intel,Windows 10,1.88,768,0,0,0,168835.80000000002
Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,Windows 10,1.5,0,0,32,0,39375.0
Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Windows 10,1.9,0,1000,0,0,69615.0
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,Nvidia,Windows 10,2.06,512,0,0,0,212879.1
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.84,256,0,0,0,136920.0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.7,128,1000,0,0,147945.0
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia,Windows 10,2.6,256,0,0,0,182518.35
Others,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,Nvidia,Windows 10,2.4,512,0,0,0,147315.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD,Windows 10,2.02,128,2000,0,0,101944.5
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel,No OS,2.2,0,1000,0,0,33808.950000000004
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,Windows 10,2.65,0,1000,0,0,104895.0
Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.36,0,2000,0,0,58523.85
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,Intel,Windows 10,1.36,256,0,0,0,149835.0
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,Intel,Windows 10,1.86,0,500,0,0,46095.0
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,2.0,256,0,0,0,99225.0
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,Nvidia,Windows 10,2.8,128,1000,0,0,75495.0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel,Windows 10,1.86,0,1000,0,0,67095.0
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,Nvidia,No OS,2.2,256,0,0,0,52395.0
HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,Intel,Windows 10,2.04,0,2000,0,0,40845.0
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD,Windows 10,2.8,128,1000,0,0,113925.0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia,No OS,2.4,128,1000,0,0,84945.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD,Windows 10,2.33,256,0,0,0,94395.0
HP,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel,Windows 10,1.36,256,0,0,0,183750.0
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,Nvidia,Windows 10,2.26,512,2000,0,0,115395.0
